CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
VANDALISM,11/12/2017 08:00:00 PM,17-918023,VANDALISM,05X,1100 16TH ST,Oakland,CA,"1100 16TH ST
Oakland, CA
(37.810807, -122.284469)"
THEFT/LARCENY,11/01/2017 12:55:00 AM,17-919524,BURGLARY-AUTO,27X,4900 FAIRFAX AVE,Oakland,CA,"4900 FAIRFAX AVE
Oakland, CA
(37.777716, -122.202403)"
THEFT/LARCENY,11/18/2017 10:15:00 PM,18-900586,BURGLARY-AUTO,10X,900 57TH ST,Oakland,CA,"900 57TH ST
Oakland, CA
(37.841619, -122.274312)"
VANDALISM,11/03/2017 07:35:00 PM,17-918017,VANDALISM,04X,1900 WEBSTER ST,Oakland,CA,"1900 WEBSTER ST
Oakland, CA
(37.807079, -122.26648)"
ASSAULT,10/25/2017 03:30:00 PM,17-056073,BATTERY,25X,3600 38TH AV,Oakland,CA,"3600 38TH AV
Oakland, CA
(37.790674, -122.197555)"
THEFT/LARCENY,11/14/2017 04:30:00 PM,17-062393,THEFT,30X,1600 80TH AV,Oakland,CA,"1600 80TH AV
Oakland, CA
(37.758206, -122.178351)"
MOTOR VEHICLE THEFT,10/28/2017 05:00:00 PM,17-056962,VEHICLE THEFT - AUTO,30X,1800 CHURCH ST,Oakland,CA,"1800 CHURCH ST
Oakland, CA
(37.763783, -122.186341)"
ASSAULT,12/05/2017 02:00:00 AM,17-063271,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,20X,1400 MILLER AV,Oakland,CA,"1400 MILLER AV
Oakland, CA
(37.78274, -122.234878)"
BURGLARY,12/07/2017 09:00:00 PM,17-919424,BURGLARY-FORCIBLE ENTRY,06X,700 30TH ST,Oakland,CA,"700 30TH ST
Oakland, CA
(37.819921, -122.272635)"
THEFT/LARCENY,11/05/2017 07:20:00 AM,17-917644,GRAND THEFT,77X,HEGENBERGER ROAD,Oakland,CA,"HEGENBERGER ROAD
Oakland, CA
"
ASSAULT,10/21/2017 08:08:00 PM,17-055349,BATTERY:SERIOUS BODILY INJ,05X,2200 SAN PABLO AV,Oakland,CA,"2200 SAN PABLO AV
Oakland, CA
(37.812471, -122.273819)"
THEFT/LARCENY,10/19/2017 06:00:00 PM,17-916663,BURGLARY-AUTO,04X,600 WILLIAM ST,Oakland,CA,"600 WILLIAM ST
Oakland, CA
(37.809209, -122.27142)"
VANDALISM,11/21/2017 09:30:00 PM,17-918513,VANDALISM,12Y,5200 COLLEGE AVE,Oakland,CA,"5200 COLLEGE AVE
Oakland, CA
(37.836333, -122.251253)"
ASSAULT,10/25/2017 02:05:00 PM,17-056054,ASSAULT,12Y,6300 COLLEGE AV,Oakland,CA,"6300 COLLEGE AV
Oakland, CA
(37.850346, -122.252379)"
VANDALISM,12/07/2017 10:00:00 PM,17-919423,VANDALISM,,EVERETT AVE,Oakland,CA,"EVERETT AVE
Oakland, CA
"
ASSAULT,11/07/2017 01:58:00 PM,17-058479,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,16Y,3500 GLEN PARK RD,Oakland,CA,"3500 GLEN PARK RD
Oakland, CA
(37.801076, -122.225974)"
THEFT/LARCENY,11/02/2017 12:00:00 AM,17-062910,THEFT,10X,900 STANFORD AV,Oakland,CA,"900 STANFORD AV
Oakland, CA
(37.844374, -122.275251)"
THEFT/LARCENY,11/02/2017 04:25:00 PM,17-917316,BURGLARY-AUTO,07X,3400 ADELINE ST,Oakland,CA,"3400 ADELINE ST
Oakland, CA
(37.825503, -122.280358)"
DISTURBING THE PEACE,11/10/2017 07:30:00 AM,17-059765,DISTURB THE PEACE,15X,200 LESTER AV,Oakland,CA,"200 LESTER AV
Oakland, CA
(37.802708, -122.252145)"
THEFT/LARCENY,10/19/2017 07:30:00 PM,17-916598,BURGLARY-AUTO,12X,4300 TELEGRAPH AVE,Oakland,CA,"4300 TELEGRAPH AVE
Oakland, CA
(37.831836, -122.263722)"
THEFT/LARCENY,10/19/2017 10:30:00 PM,17-916639,BURGLARY-AUTO,04X,1900 SAN PABLO AVE,Oakland,CA,"1900 SAN PABLO AVE
Oakland, CA
(37.809032, -122.27271)"
BURGLARY,11/19/2017 03:45:00 PM,17-060533,BURGLARY-FORCIBLE ENTRY,13Y,300 PALI CT,Oakland,CA,"300 PALI CT
Oakland, CA
(37.845958, -122.224922)"
THEFT/LARCENY,11/01/2017 12:41:00 PM,17-917229,THEFT,13Z,7900 SKYLINE BLVD,Oakland,CA,"7900 SKYLINE BLVD
Oakland, CA
(37.83701, -122.189463)"
ASSAULT,11/18/2017 01:23:00 AM,17-060287,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,04X,100 14TH ST,Oakland,CA,"100 14TH ST
Oakland, CA
(37.801066, -122.26288)"
THEFT/LARCENY,11/11/2017 02:15:00 PM,17-917927,BURGLARY-AUTO,05X,1200 19TH ST,Oakland,CA,"1200 19TH ST
Oakland, CA
(37.813561, -122.285895)"
ASSAULT,10/13/2017 04:00:00 AM,17-053689,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,30X,2500 HAVENSCOURT BLVD,Oakland,CA,"2500 HAVENSCOURT BLVD
Oakland, CA
(37.766856, -122.185701)"
THEFT/LARCENY,11/17/2017 06:50:00 PM,17-918319,BURGLARY-AUTO,12Y,5900 CHABOT RD,Oakland,CA,"5900 CHABOT RD
Oakland, CA
(37.846643, -122.253287)"
THEFT/LARCENY,11/23/2017 10:00:00 PM,17-918555,BURGLARY-AUTO,26Y,800 69TH AVE,Oakland,CA,"800 69TH AVE
Oakland, CA
(37.755448, -122.198431)"
MOTOR VEHICLE THEFT,11/07/2017 03:30:00 AM,17-058421,VEHICLE THEFT - AUTO,32X,1300 99TH AV,Oakland,CA,"1300 99TH AV
Oakland, CA
(37.74304, -122.171164)"
THEFT/LARCENY,11/18/2017 11:48:00 PM,17-062922,THEFT,25X,3600 BROWN AV,Oakland,CA,"3600 BROWN AV
Oakland, CA
(37.791815, -122.198748)"
THEFT/LARCENY,11/19/2017 12:00:00 PM,17-918471,GRAND THEFT,22X,2200 MACARTHUR BOULEVARD,Oakland,CA,"2200 MACARTHUR BOULEVARD
Oakland, CA
(37.800349, -122.216139)"
DISTURBING THE PEACE,10/26/2017 02:57:00 PM,17-056297,OFFENSIVE WORDS IN PUBLIC PLACE,27Y,5200 INTERNATIONAL BLVD,Oakland,CA,"5200 INTERNATIONAL BLVD
Oakland, CA
(37.768522, -122.206796)"
VANDALISM,12/17/2017 12:00:00 PM,17-065538,VANDALISM,05X,2100 CURTIS ST,Oakland,CA,"2100 CURTIS ST
Oakland, CA
(37.812906, -122.277638)"
THEFT/LARCENY,11/08/2017 07:00:00 PM,17-917897,BURGLARY-AUTO,04X,2100 BROADWAY,Oakland,CA,"2100 BROADWAY
Oakland, CA
(37.810023, -122.267532)"
THEFT/LARCENY,11/10/2017 11:00:00 PM,17-917938,BURGLARY-AUTO,08X,2500 WEBSTER ST,Oakland,CA,"2500 WEBSTER ST
Oakland, CA
(37.814053, -122.264754)"
MOTOR VEHICLE THEFT,12/07/2017 04:25:00 PM,17-919404,ATTEMPT VEHICLE THEFT-AUTO,09X,100 41ST ST,Oakland,CA,"100 41ST ST
Oakland, CA
(37.826131, -122.251347)"
ASSAULT,12/16/2017 08:53:00 PM,17-065407,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,800 69TH AV,Oakland,CA,"800 69TH AV
Oakland, CA
(37.755448, -122.198431)"
THEFT/LARCENY,11/20/2017 06:50:00 PM,17-918496,BURGLARY-AUTO,12X,4600 SHATTUCK AVE,Oakland,CA,"4600 SHATTUCK AVE
Oakland, CA
(37.833862, -122.263643)"
VANDALISM,12/26/2017 08:30:00 PM,17-067247,VANDALISM:DEFACE PROPERTY,34X,1800 89TH AV,Oakland,CA,"1800 89TH AV
Oakland, CA
(37.752296, -122.170688)"
THEFT/LARCENY,12/07/2017 07:00:00 PM,17-065712,THEFT,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
DISTURBING THE PEACE,10/26/2017 09:49:00 AM,17-057606,DISTURB THE PEACE,24Y,4100 CULVER ST,Oakland,CA,"4100 CULVER ST
Oakland, CA
(37.786344, -122.200647)"
THEFT/LARCENY,11/04/2017 11:05:00 AM,17-917437,GRAND THEFT,77X,600 THOMAS L. BERKLEY WAY,Oakland,CA,"600 THOMAS L. BERKLEY WAY
Oakland, CA
(37.809993, -122.272269)"
THEFT/LARCENY,12/08/2017 04:30:00 PM,17-919365,GRAND THEFT,04X,1500 WEBSTER ST,Oakland,CA,"1500 WEBSTER ST
Oakland, CA
(37.804363, -122.268175)"
THEFT/LARCENY,11/04/2017 09:30:00 PM,17-917426,BURGLARY-AUTO,08X,100 GRAND AV,Oakland,CA,"100 GRAND AV
Oakland, CA
(37.811432, -122.265382)"
THEFT/LARCENY,11/18/2017 04:43:00 PM,17-060386,POSS STOLEN VEH/VES/ETC,29X,7200 OUTLOOK AV,Oakland,CA,"7200 OUTLOOK AV
Oakland, CA
(37.771172, -122.170573)"
THEFT/LARCENY,10/31/2017 09:00:00 AM,17-917329,GRAND THEFT,26X,1000 47TH AVE,Oakland,CA,"1000 47TH AVE
Oakland, CA
(37.768343, -122.214004)"
VANDALISM,11/09/2017 09:05:00 PM,17-919023,VANDALISM,03X,300 12TH,Oakland,CA,"300 12TH
Oakland, CA
(37.796574, -122.256491)"
THEFT/LARCENY,11/13/2017 12:30:00 AM,17-918006,BURGLARY-AUTO,30Y,3400 LAMP ST,Oakland,CA,"3400 LAMP ST
Oakland, CA
(37.769251, -122.162264)"
VANDALISM,11/04/2017 09:00:00 PM,17-917447,VANDALISM,13Z,2000 MOUNTAIN BLVD,Oakland,CA,"2000 MOUNTAIN BLVD
Oakland, CA
(37.827181, -122.209917)"
ASSAULT,12/03/2017 04:21:00 AM,17-062942,ASSAULT WITH FIREARM ON PERSON,30X,1900 82ND AV,Oakland,CA,"1900 82ND AV
Oakland, CA
(37.758405, -122.173809)"
VANDALISM,11/10/2017 12:00:00 AM,17-917921,VANDALISM,05X,1800 ADELINE ST,Oakland,CA,"1800 ADELINE ST
Oakland, CA
(37.812364, -122.285116)"
ASSAULT,12/02/2017 01:00:00 AM,17-062588,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,03Y,600 8TH ST,Oakland,CA,"600 8TH ST
Oakland, CA
(37.80161, -122.277343)"
BURGLARY,10/13/2017 01:15:00 AM,17-053674,ATTEMPTED BURGLARY,22X,3800 COOLIDGE AV,Oakland,CA,"3800 COOLIDGE AV
Oakland, CA
(37.800987, -122.206191)"
THEFT/LARCENY,11/18/2017 10:10:00 PM,17-918384,BURGLARY-AUTO,14X,500 BELLEVUE AV,Oakland,CA,"500 BELLEVUE AV
Oakland, CA
(37.807743, -122.253989)"
ROBBERY,01/07/2018 12:34:00 AM,18-001111,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",24X,1900 42ND AV,Oakland,CA,"1900 42ND AV
Oakland, CA
(37.775966, -122.213232)"
VANDALISM,10/26/2017 12:42:00 PM,17-056253,VANDALISM,28X,2600 MAXWELL AV,Oakland,CA,"2600 MAXWELL AV
Oakland, CA
(37.777348, -122.198407)"
ARSON,12/17/2017 08:05:00 PM,17-065402,ARSON CAUSING GREAT BODILY INJURY,05Y,1600 20TH ST,Oakland,CA,"1600 20TH ST
Oakland, CA
(37.815438, -122.290708)"
ASSAULT,11/12/2017 12:30:00 PM,17-059309,THREAT CRIME:INT:TERRORIZE,06X,600 31ST ST,Oakland,CA,"600 31ST ST
Oakland, CA
(37.820542, -122.270432)"
THEFT/LARCENY,10/22/2017 02:20:00 AM,17-916729,THEFT,,500 63RD ST,Oakland,CA,"500 63RD ST
Oakland, CA
(37.84867, -122.260961)"
THEFT/LARCENY,12/08/2017 08:42:00 PM,17-919412,BURGLARY-AUTO,03X,300 10TH ST,Oakland,CA,"300 10TH ST
Oakland, CA
(37.800161, -122.269343)"
THEFT/LARCENY,11/03/2017 01:40:00 PM,17-917323,GRAND THEFT,16Y,3700 13TH AV,Oakland,CA,"3700 13TH AV
Oakland, CA
(37.803519, -122.229979)"
ROBBERY,12/04/2017 06:53:00 PM,17-063221,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",27X,5300 FAIRFAX AV,Oakland,CA,"5300 FAIRFAX AV
Oakland, CA
(37.772627, -122.200793)"
ARSON,10/25/2017 06:05:00 AM,17-056029,MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES,27X,4400 SAN CARLOS AV,Oakland,CA,"4400 SAN CARLOS AV
Oakland, CA
(37.778356, -122.208046)"
THEFT/LARCENY,12/06/2017 07:45:00 PM,17-063612,BURGLARY-AUTO,08X,2600 BROADWAY,Oakland,CA,"2600 BROADWAY
Oakland, CA
(37.814845, -122.264528)"
THEFT/LARCENY,11/03/2017 09:30:00 PM,17-917444,BURGLARY-AUTO,77X,FRANKLIN ST,Oakland,CA,"FRANKLIN ST
Oakland, CA
"
THEFT/LARCENY,10/30/2017 12:00:00 AM,17-917315,THEFT,08X,100 GRAND AVE,Oakland,CA,"100 GRAND AVE
Oakland, CA
(37.811432, -122.265382)"
DISTURBING THE PEACE,11/06/2017 09:00:00 PM,17-059328,DISTURB THE PEACE,24X,1900 40TH AV,Oakland,CA,"1900 40TH AV
Oakland, CA
(37.777836, -122.215209)"
VANDALISM,10/13/2017 12:31:00 AM,17-053665,VANDALISM:DAMAGE PROPERTY,04X,100 14TH ST,Oakland,CA,"100 14TH ST
Oakland, CA
(37.801066, -122.26288)"
THEFT/LARCENY,11/17/2017 08:25:00 AM,17-918382,BURGLARY-AUTO,22Y,3100 MONTEREY BLVD,Oakland,CA,"3100 MONTEREY BLVD
Oakland, CA
(37.807756, -122.194882)"
THEFT/LARCENY,12/05/2017 08:00:00 PM,17-063449,BURGLARY-AUTO,12Y,6300 COLLEGE AV,Oakland,CA,"6300 COLLEGE AV
Oakland, CA
(37.850346, -122.252379)"
THEFT/LARCENY,11/18/2017 12:00:00 PM,17-063943,THEFT,24Y,3400 LYNDE ST,Oakland,CA,"3400 LYNDE ST
Oakland, CA
(37.787602, -122.213469)"
VANDALISM,11/07/2017 05:45:00 PM,17-919280,VANDALISM,12X,300 40TH ST,Oakland,CA,"300 40TH ST
Oakland, CA
(37.827664, -122.256802)"
BURGLARY,11/17/2017 12:00:00 AM,17-062261,BURGLARY-FORCIBLE ENTRY,29X,6200 FOOTHILL BLVD,Oakland,CA,"6200 FOOTHILL BLVD
Oakland, CA
(37.771062, -122.186682)"
THEFT/LARCENY,11/07/2017 08:23:00 AM,17-917729,THEFT,30X,8100 INTERNATIONAL BLVD,Oakland,CA,"8100 INTERNATIONAL BLVD
Oakland, CA
(37.756141, -122.180557)"
THEFT/LARCENY,10/19/2017 08:45:00 PM,17-916678,BURGLARY-AUTO,12X,4000 OPAL ST,Oakland,CA,"4000 OPAL ST
Oakland, CA
(37.828305, -122.258754)"
MOTOR VEHICLE THEFT,10/24/2017 12:00:00 AM,17-056059,VEHICLE THEFT - AUTO,26X,700 KEVIN CT,Oakland,CA,"700 KEVIN CT
Oakland, CA
(37.758163, -122.207188)"
ASSAULT,11/13/2017 10:30:00 AM,17-060660,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,01X,100 EMBARCADERO,Oakland,CA,"100 EMBARCADERO
Oakland, CA
(37.791482, -122.266034)"
THEFT/LARCENY,11/13/2017 02:00:00 PM,17-059418,THEFT,30Y,8000 MACARTHUR BLVD,Oakland,CA,"8000 MACARTHUR BLVD
Oakland, CA
(37.76424, -122.166231)"
DRUGS/ALCOHOL VIOLATIONS,11/06/2017 04:50:00 PM,17-058343,POSSESS/PURCHASE COCAINE BASE FOR SALE,29X,5400 FOOTHILL BLVD,Oakland,CA,"5400 FOOTHILL BLVD
Oakland, CA
(37.772624, -122.198401)"
MOTOR VEHICLE THEFT,10/20/2017 09:00:00 PM,17-916685,ATTEMPT VEHICLE THEFT-AUTO,08X,2300 WEBSTER ST,Oakland,CA,"2300 WEBSTER ST
Oakland, CA
(37.812134, -122.265203)"
THEFT/LARCENY,11/11/2017 10:32:00 PM,17-059221,BURGLARY-AUTO,03X,300 9TH ST,Oakland,CA,"300 9TH ST
Oakland, CA
(37.799419, -122.269606)"
VANDALISM,10/25/2017 11:15:00 PM,17-056140,VANDALISM:DAMAGE PROPERTY,30X,1600 SUNSHINE CT,Oakland,CA,"1600 SUNSHINE CT
Oakland, CA
(37.759691, -122.183583)"
VANDALISM,11/11/2017 02:30:00 PM,17-917955,VANDALISM,32X,10100 INTERNATIONAL BOULEVARD,Oakland,CA,"10100 INTERNATIONAL BOULEVARD
Oakland, CA
(37.742106, -122.168833)"
ASSAULT,11/06/2017 06:31:00 PM,17-058353,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,08X,3700 WEBSTER ST,Oakland,CA,"3700 WEBSTER ST
Oakland, CA
(37.824534, -122.261809)"
VANDALISM,10/20/2017 12:25:00 PM,17-916720,VANDALISM,24X,3400 FOOTHILL BOULEVARD,Oakland,CA,"3400 FOOTHILL BOULEVARD
Oakland, CA
(37.782798, -122.219979)"
ASSAULT,12/17/2017 08:45:00 PM,17-065482,BATTERY,31X,7000 COLISEUM WY,Oakland,CA,"7000 COLISEUM WY
Oakland, CA
(37.754734, -122.204926)"
MOTOR VEHICLE THEFT,01/07/2018 08:00:00 PM,18-001387,VEHICLE THEFT - AUTO,19X,100 E 16TH ST,Oakland,CA,"100 E 16TH ST
Oakland, CA
(37.799779, -122.255566)"
THEFT/LARCENY,10/26/2017 02:15:00 PM,17-917945,THEFT,08X,2300 BROADWAY,Oakland,CA,"2300 BROADWAY
Oakland, CA
(37.812446, -122.266048)"
ASSAULT,12/03/2017 03:27:00 PM,17-063009,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,03Y,900 JEFFERSON ST,Oakland,CA,"900 JEFFERSON ST
Oakland, CA
(37.802287, -122.276933)"
BURGLARY,11/30/2017 12:01:00 AM,18-900130,BURGLARY-FORCIBLE ENTRY,17Y,1400 E 33RD ST,Oakland,CA,"1400 E 33RD ST
Oakland, CA
(37.800727, -122.230933)"
THEFT/LARCENY,11/07/2017 05:00:00 AM,17-917712,BURGLARY-AUTO,31Y,00 AIRPORT ACCESS RD,Oakland,CA,"00 AIRPORT ACCESS RD
Oakland, CA
"
THEFT/LARCENY,11/01/2017 12:00:00 PM,17-057380,THEFT,25X,4000 MACARTHUR BLVD,Oakland,CA,"4000 MACARTHUR BLVD
Oakland, CA
(37.79043, -122.197613)"
THEFT/LARCENY,11/02/2017 06:30:00 PM,17-917307,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,"2400 WEBSTER ST
Oakland, CA
(37.813468, -122.26486)"
DUI,12/04/2017 02:45:00 AM,17-063076,DUI ALCOHOL/DRUGS,11X,500 51ST ST,Oakland,CA,"500 51ST ST
Oakland, CA
(37.837313, -122.262257)"
VANDALISM,11/07/2017 03:00:00 AM,17-917717,VANDALISM,24X,2500 35TH AV,Oakland,CA,"2500 35TH AV
Oakland, CA
(37.78721, -122.211691)"
DISTURBING THE PEACE,11/04/2017 02:00:00 PM,17-917631,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,27X,1400 44TH AV,Oakland,CA,"1400 44TH AV
Oakland, CA
(37.77228, -122.213733)"
DISTURBING THE PEACE,11/02/2017 12:00:00 AM,17-057631,DISTURB THE PEACE,22Y,11800 SKYLINE BLVD,Oakland,CA,"11800 SKYLINE BLVD
Oakland, CA
(37.80029, -122.173062)"
ASSAULT,12/03/2017 12:20:00 PM,17-062984,BATTERY,07X,3500 SAN PABLO AV,Oakland,CA,"3500 SAN PABLO AV
Oakland, CA
(37.82608, -122.278193)"
THEFT/LARCENY,11/09/2017 04:00:00 PM,17-917916,THEFT,28X,3400 HIGH ST,Oakland,CA,"3400 HIGH ST
Oakland, CA
(37.78614, -122.197109)"
THEFT/LARCENY,11/03/2017 05:50:00 AM,17-917339,BURGLARY-AUTO,21X,2300 24TH AV,Oakland,CA,"2300 24TH AV
Oakland, CA
(37.789116, -122.228271)"
MOTOR VEHICLE THEFT,11/11/2017 08:45:00 PM,17-059269,VEHICLE THEFT - AUTO,29X,5500 N PICARDY DR,Oakland,CA,"5500 N PICARDY DR
Oakland, CA
(37.775876, -122.191155)"
VANDALISM,11/26/2017 07:30:00 PM,17-918626,VANDALISM,12X,4300 SHAFTER AVE,Oakland,CA,"4300 SHAFTER AVE
Oakland, CA
(37.831956, -122.258863)"
ASSAULT,11/07/2017 10:20:00 AM,17-058446,BATTERY,10Y,5500 MARTIN LUTHER KING JR W,Oakland,CA,"5500 MARTIN LUTHER KING JR W
Oakland, CA
"
VANDALISM,10/20/2017 06:00:00 PM,17-916697,VANDALISM,04X,2100BLK BROADWAY,Oakland,CA,"2100BLK BROADWAY
Oakland, CA
(37.810023, -122.267532)"
DRUGS/ALCOHOL VIOLATIONS,12/02/2017 08:00:00 PM,17-062884,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,35X,8700 MACARTHUR BLVD,Oakland,CA,"8700 MACARTHUR BLVD
Oakland, CA
(37.757918, -122.162193)"
THEFT/LARCENY,10/21/2017 07:30:00 PM,17-916718,BURGLARY-AUTO,14X,300 MACARTHUR BOULEVARD,Oakland,CA,"300 MACARTHUR BOULEVARD
Oakland, CA
(37.817514, -122.25297)"
THEFT/LARCENY,10/21/2017 06:00:00 PM,17-916712,BURGLARY-AUTO,16Y,4400 PARK BOULEVARD,Oakland,CA,"4400 PARK BOULEVARD
Oakland, CA
(37.808325, -122.219979)"
ASSAULT,11/05/2017 06:47:00 PM,17-058151,BATTERY,21Y,3400 HENRIETTA ST,Oakland,CA,"3400 HENRIETTA ST
Oakland, CA
(37.788836, -122.215864)"
THEFT/LARCENY,11/03/2017 03:00:00 AM,17-058257,THEFT,77X,00,Oakland,CA,"00
Oakland, CA
"
VANDALISM,11/04/2017 10:30:00 AM,17-917361,VANDALISM,05X,1400 FILBERT ST,Oakland,CA,"1400 FILBERT ST
Oakland, CA
(37.80923, -122.282804)"
DISTURBING THE PEACE,10/28/2017 11:34:00 AM,17-057404,DISTURB THE PEACE,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
THEFT/LARCENY,10/22/2017 03:55:00 PM,17-916710,BURGLARY-AUTO,07X,2500 MANDELA PARKWAY,Oakland,CA,"2500 MANDELA PARKWAY
Oakland, CA
(37.81977, -122.288991)"
THEFT/LARCENY,11/13/2017 10:00:00 AM,17-917975,BURGLARY-AUTO,12Y,5100 SHAFTER AVE,Oakland,CA,"5100 SHAFTER AVE
Oakland, CA
(37.836721, -122.258246)"
THEFT/LARCENY,11/07/2017 09:00:00 AM,17-917977,BURGLARY-AUTO,,10800 SKYLINE BLVD,Oakland,CA,"10800 SKYLINE BLVD
Oakland, CA
(37.810599, -122.175082)"
ASSAULT,12/03/2017 05:05:00 PM,17-063021,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Z,600 CATRON DR,Oakland,CA,"600 CATRON DR
Oakland, CA
(37.727539, -122.172681)"
THEFT/LARCENY,11/13/2017 04:20:00 AM,17-917963,BURGLARY-AUTO,14Y,700 WARFIELD AV,Oakland,CA,"700 WARFIELD AV
Oakland, CA
"
THEFT/LARCENY,11/18/2017 11:20:00 PM,18-900302,THEFT,01X,100 3RD ST,Oakland,CA,"100 3RD ST
Oakland, CA
(37.793477, -122.267613)"
THEFT/LARCENY,10/30/2017 07:00:00 PM,17-057056,BURGLARY-AUTO,08X,2400 VALDEZ ST,Oakland,CA,"2400 VALDEZ ST
Oakland, CA
(37.813111, -122.263844)"
BURGLARY,11/19/2017 09:00:00 AM,17-065181,BURGLARY-FORCIBLE ENTRY,23X,3900 ALAMEDA AV,Oakland,CA,"3900 ALAMEDA AV
Oakland, CA
(37.768227, -122.225001)"
THEFT/LARCENY,10/22/2017 04:00:00 AM,17-916736,BURGLARY-AUTO,,21ST ST,Oakland,CA,"21ST ST
Oakland, CA
"
BURGLARY,11/13/2017 01:30:00 AM,17-917962,BURGLARY-FORCIBLE ENTRY,13X,5500 BROADWAY,Oakland,CA,"5500 BROADWAY
Oakland, CA
(37.840404, -122.248667)"
MOTOR VEHICLE THEFT,10/18/2017 01:20:00 PM,17-054717,VEHICLE THEFT - AUTO,27X,5000 FOOTHILL BLVD,Oakland,CA,"5000 FOOTHILL BLVD
Oakland, CA
(37.77264, -122.20575)"
THEFT/LARCENY,11/06/2017 09:10:00 AM,17-917485,BURGLARY-AUTO,17Y,2700 12TH AV,Oakland,CA,"2700 12TH AV
Oakland, CA
(37.79889, -122.2367)"
ASSAULT,11/01/2017 02:29:00 AM,17-057275,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,17Y,2700 12TH AV,Oakland,CA,"2700 12TH AV
Oakland, CA
(37.79889, -122.2367)"
THEFT/LARCENY,11/18/2017 11:00:00 PM,17-065607,THEFT,25Y,5200 OLD REDWOOD RD,Oakland,CA,"5200 OLD REDWOOD RD
Oakland, CA
(37.796297, -122.173679)"
DISTURBING THE PEACE,11/09/2017 12:00:00 PM,17-060646,DISTURB THE PEACE,30Y,2300 81ST AV,Oakland,CA,"2300 81ST AV
Oakland, CA
(37.761497, -122.169452)"
VANDALISM,11/26/2017 07:15:00 PM,17-918643,VANDALISM,08X,2600 BROADWAY,Oakland,CA,"2600 BROADWAY
Oakland, CA
(37.814845, -122.264528)"
THEFT/LARCENY,12/07/2017 03:00:00 PM,17-063764,THEFT,09X,4000 PIEDMONT AV,Oakland,CA,"4000 PIEDMONT AV
Oakland, CA
(37.825445, -122.253685)"
THEFT/LARCENY,10/21/2017 11:45:00 PM,17-916741,BURGLARY-AUTO,08X,400 26TH ST,Oakland,CA,"400 26TH ST
Oakland, CA
(37.815145, -122.266322)"
BURGLARY,11/25/2017 02:00:00 AM,17-061549,BURGLARY-FORCIBLE ENTRY,14X,200 LEE ST,Oakland,CA,"200 LEE ST
Oakland, CA
(37.813509, -122.258949)"
THEFT/LARCENY,12/07/2017 06:00:00 PM,17-919390,BURGLARY-AUTO,10X,1100 66TH ST,Oakland,CA,"1100 66TH ST
Oakland, CA
(37.849031, -122.285891)"
ARSON,01/08/2018 01:27:00 AM,18-001242,ARSON: PROPERTY,35Y,9700 MOUNTAIN BLVD,Oakland,CA,"9700 MOUNTAIN BLVD
Oakland, CA
(37.755044, -122.149398)"
THEFT/LARCENY,10/22/2017 10:10:00 AM,17-916731,BURGLARY-AUTO,18Y,2300 17TH AVE,Oakland,CA,"2300 17TH AVE
Oakland, CA
(37.79425, -122.23683)"
MOTOR VEHICLE THEFT,11/24/2017 02:00:00 PM,17-064800,VEHICLE THEFT - AUTO,29X,6100 MACARTHUR BLVD,Oakland,CA,"6100 MACARTHUR BLVD
Oakland, CA
(37.775537, -122.182325)"
VANDALISM,12/02/2017 01:08:00 PM,17-062885,VANDALISM-$400+,32Y,10200 LONGFELLOW AV,Oakland,CA,"10200 LONGFELLOW AV
Oakland, CA
(37.744472, -122.157059)"
THEFT/LARCENY,11/01/2017 11:30:00 PM,17-917281,BURGLARY-AUTO,17X,1600 13TH AV,Oakland,CA,"1600 13TH AV
Oakland, CA
(37.791203, -122.245332)"
THEFT/LARCENY,11/08/2017 07:15:00 PM,17-917733,GRAND THEFT,12Y,6300 TELEGRAPH AV,Oakland,CA,"6300 TELEGRAPH AV
Oakland, CA
(37.848871, -122.260697)"
